0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,11.675,NaN,NaN,NaN,15.396,16.517,17.511,18.509,19.5,20.39,NaN,NaN,23.372,NaN,25.325,NaN,NaN,28.281,29.308,NaN,31.215,32.227,NaN,34.349,35.22,36.292,NaN,NaN,39.276,40.321,NaN,42.24,NaN,46.103,NaN
0,0,0,0,4.0703,5.116,0,7.1336,8.1219,9.16,10.079,11.134,12.081,13.193,14.161,15.115,16.208,17.165,18.08,19.219,20.082,21.168,22.123,23.098,24.163,25.212,26.164,27.159,28.174,29.209,7.8375,29.205,31.805,27.258,33.77,34.823,35.782,23.647,22.857,38.707,39.858,20.259,41.74,18.69,43.678,17.241
0,0,1.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.96484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
